"Id","Pred"
"2012_1125_1242",0.05
"2012_1125_1243",0.183571854804703
"2012_1125_1246",0.05
"2012_1125_1249",0.258171319491732
"2012_1125_1250",0.250715876315691
"2012_1125_1253",0.478737968322917
"2012_1125_1254",0.397301633944129
"2012_1125_1257",0.05
"2012_1125_1259",0.307354058242334
"2012_1125_1266",0.05
"2012_1125_1272",0.05
"2012_1125_1276",0.05
"2012_1125_1277",0.05
"2012_1125_1281",0.270600042690783
"2012_1125_1285",0.514746248333949
"2012_1125_1290",0.404903429539121
"2012_1125_1293",0.237745990245384
"2012_1125_1301",0.05
"2012_1125_1307",0.357578146966716
"2012_1125_1308",0.431408095026453
"2012_1125_1313",0.05
"2012_1125_1314",0.05
"2012_1125_1323",0.05
"2012_1125_1325",0.05
"2012_1125_1326",0.05
"2012_1125_1345",0.05
"2012_1125_1355",0.297507515647897
"2012_1125_1361",0.05
"2012_1125_1378",0.0744693315219173
"2012_1125_1379",0.425696967247998
"2012_1125_1382",0.232657461978757
"2012_1125_1387",0.05
"2012_1125_1388",0.180630635717894
"2012_1125_1393",0.05
"2012_1125_1396",0.0514733470002605
"2012_1125_1400",0.05
"2012_1125_1421",0.150088320572268
"2012_1125_1424",0.314990604642632
"2012_1125_1433",0.0739711542829778
"2012_1125_1435",0.264512681675814
"2012_1125_1436",0.05
"2012_1125_1438",0.05
"2012_1125_1443",0.05
"2012_1125_1452",0.05
"2012_1125_1455",0.05
"2012_1125_1458",0.05
"2012_1125_1462",0.05
"2012_1140_1143",0.40397497473587
"2012_1140_1153",0.226027405834077
"2012_1140_1160",0.49701991391172
"2012_1140_1161",0.492319440081677
"2012_1140_1163",0.05
"2012_1140_1166",0.329733961877105
"2012_1140_1172",0.481823519941235
"2012_1140_1178",0.256368203490495
"2012_1140_1181",0.05
"2012_1140_1196",0.05
"2012_1140_1199",0.2573024991622
"2012_1140_1207",0.476562072095981
"2012_1140_1211",0.05
"2012_1140_1217",0.370848047224897
"2012_1140_1231",0.100973611555234
"2012_1140_1233",0.862643173049793
"2012_1140_1235",0.05
"2012_1140_1242",0.05
"2012_1140_1243",0.479209731931514
"2012_1140_1246",0.05
"2012_1140_1249",0.553809196618544
"2012_1140_1250",0.546353753442502
"2012_1140_1253",0.774375845449728
"2012_1140_1254",0.692939511070941
"2012_1140_1257",0.05
"2012_1140_1259",0.602991935369146
"2012_1140_1266",0.05
"2012_1140_1272",0.216478905251888
"2012_1140_1276",0.05
"2012_1140_1277",0.05
"2012_1140_1281",0.566237919817595
"2012_1140_1285",0.810384125460761
"2012_1140_1290",0.700541306665933
"2012_1140_1293",0.533383867372196
"2012_1140_1301",0.05
"2012_1140_1307",0.653216024093528
"2012_1140_1308",0.727045972153265
"2012_1140_1313",0.27245895863132
"2012_1140_1314",0.05
"2012_1140_1323",0.05
"2012_1140_1325",0.156641283520931
"2012_1140_1326",0.05
"2012_1140_1345",0.314487984053537
"2012_1140_1355",0.593145392774708
"2012_1140_1361",0.189018702830055
"2012_1140_1378",0.370107208648729
"2012_1140_1379",0.721334844374809
"2012_1140_1382",0.528295339105569
"2012_1140_1387",0.0626544897611618
"2012_1140_1388",0.476268512844705
"2012_1140_1393",0.05
"2012_1140_1396",0.34352418584392
"2012_1140_1400",0.216295844189275
"2012_1140_1421",0.44572619769908
"2012_1140_1424",0.610628481769444
"2012_1140_1433",0.36960903140979
"2012_1140_1435",0.560150558802626
"2012_1140_1436",0.251149123733469
"2012_1140_1438",0.179204243452996
"2012_1140_1443",0.215432510836566
"2012_1140_1452",0.05
"2012_1140_1455",0.05
"2012_1140_1458",0.05
"2012_1140_1462",0.0975523391697375
"2012_1143_1153",0.322052431098207
"2012_1143_1160",0.59304493917585
"2012_1143_1161",0.588344465345807
"2012_1143_1163",0.05
"2012_1143_1166",0.425758987141235
"2012_1143_1172",0.577848545205365
"2012_1143_1178",0.352393228754625
"2012_1143_1181",0.05
"2012_1143_1196",0.05
"2012_1143_1199",0.35332752442633
"2012_1143_1207",0.572587097360111
"2012_1143_1211",0.05
"2012_1143_1217",0.466873072489026
"2012_1143_1231",0.196998636819364
"2012_1143_1233",0.93
"2012_1143_1235",0.106521568515891
"2012_1143_1242",0.05
"2012_1143_1243",0.575234757195644
"2012_1143_1246",0.05
"2012_1143_1249",0.649834221882674
"2012_1143_1250",0.642378778706632
"2012_1143_1253",0.870400870713858
"2012_1143_1254",0.788964536335071
"2012_1143_1257",0.05
"2012_1143_1259",0.699016960633276
"2012_1143_1266",0.05
"2012_1143_1272",0.312503930516018
"2012_1143_1276",0.05
"2012_1143_1277",0.05
"2012_1143_1281",0.662262945081725
"2012_1143_1285",0.906409150724891
"2012_1143_1290",0.796566331930063
"2012_1143_1293",0.629408892636326
"2012_1143_1301",0.0542182582578468
"2012_1143_1307",0.749241049357658
"2012_1143_1308",0.823070997417395
"2012_1143_1313",0.36848398389545
"2012_1143_1314",0.05
"2012_1143_1323",0.130155119315482
"2012_1143_1325",0.252666308785061
"2012_1143_1326",0.0770104603613151
"2012_1143_1345",0.410513009317667
"2012_1143_1355",0.689170418038838
"2012_1143_1361",0.285043728094185
"2012_1143_1378",0.466132233912859
"2012_1143_1379",0.817359869638939
"2012_1143_1382",0.624320364369699
"2012_1143_1387",0.158679515025292
"2012_1143_1388",0.572293538108835
"2012_1143_1393",0.05
"2012_1143_1396",0.43954921110805
"2012_1143_1400",0.312320869453405
"2012_1143_1421",0.54175122296321
"2012_1143_1424",0.706653507033574
"2012_1143_1433",0.46563405667392
"2012_1143_1435",0.656175584066756
"2012_1143_1436",0.347174148997599
"2012_1143_1438",0.275229268717126
"2012_1143_1443",0.311457536100696
"2012_1143_1452",0.05
"2012_1143_1455",0.05
"2012_1143_1458",0.05
"2012_1143_1462",0.193577364433867
"2012_1153_1160",0.770992508077643
"2012_1153_1161",0.7662920342476
"2012_1153_1163",0.05
"2012_1153_1166",0.603706556043028
"2012_1153_1172",0.755796114107158
"2012_1153_1178",0.530340797656418
"2012_1153_1181",0.05
"2012_1153_1196",0.05
"2012_1153_1199",0.531275093328123
"2012_1153_1207",0.750534666261903
"2012_1153_1211",0.220574762419628
"2012_1153_1217",0.644820641390819
"2012_1153_1231",0.374946205721157
"2012_1153_1233",0.93
"2012_1153_1235",0.284469137417684
"2012_1153_1242",0.142572192895174
"2012_1153_1243",0.753182326097437
"2012_1153_1246",0.05
"2012_1153_1249",0.827781790784467
"2012_1153_1250",0.820326347608425
"2012_1153_1253",0.93
"2012_1153_1254",0.93
"2012_1153_1257",0.05
"2012_1153_1259",0.876964529535069
"2012_1153_1266",0.05
"2012_1153_1272",0.490451499417811
"2012_1153_1276",0.05
"2012_1153_1277",0.05
"2012_1153_1281",0.840210513983518
"2012_1153_1285",0.93
"2012_1153_1290",0.93
"2012_1153_1293",0.807356461538119
"2012_1153_1301",0.230347037172294
"2012_1153_1307",0.924999982739406
"2012_1153_1308",0.93
"2012_1153_1313",0.546431552797242
"2012_1153_1314",0.0864331970512618
"2012_1153_1323",0.308102688217275
"2012_1153_1325",0.430613877686854
"2012_1153_1326",0.254958029263108
"2012_1153_1345",0.58846057821946
"2012_1153_1355",0.867117986940631
"2012_1153_1361",0.462991296995978
"2012_1153_1378",0.644079802814652
"2012_1153_1379",0.93
"2012_1153_1382",0.802267933271492
"2012_1153_1387",0.336627083927085
"2012_1153_1388",0.750241107010628
"2012_1153_1393",0.178609589337305
"2012_1153_1396",0.617496780009842
"2012_1153_1400",0.490268438355198
"2012_1153_1421",0.719698791865003
"2012_1153_1424",0.884601075935367
"2012_1153_1433",0.643581625575713
"2012_1153_1435",0.834123152968549
"2012_1153_1436",0.525121717899392
"2012_1153_1438",0.453176837618919
"2012_1153_1443",0.489405105002489
"2012_1153_1452",0.193357316706839
"2012_1153_1455",0.092023266322402
"2012_1153_1458",0.05
"2012_1153_1462",0.37152493333566
"2012_1160_1161",0.495299526169957
"2012_1160_1163",0.05
"2012_1160_1166",0.332714047965385
"2012_1160_1172",0.484803606029515
"2012_1160_1178",0.259348289578775
"2012_1160_1181",0.05
"2012_1160_1196",0.05
"2012_1160_1199",0.26028258525048
"2012_1160_1207",0.479542158184261
"2012_1160_1211",0.05
"2012_1160_1217",0.373828133313176
"2012_1160_1231",0.103953697643514
"2012_1160_1233",0.865623259138073
"2012_1160_1235",0.05
"2012_1160_1242",0.05
"2012_1160_1243",0.482189818019794
"2012_1160_1246",0.05
"2012_1160_1249",0.556789282706824
"2012_1160_1250",0.549333839530782
"2012_1160_1253",0.777355931538008
"2012_1160_1254",0.69591959715922
"2012_1160_1257",0.05
"2012_1160_1259",0.605972021457426
"2012_1160_1266",0.05
"2012_1160_1272",0.219458991340168
"2012_1160_1276",0.05
"2012_1160_1277",0.05
"2012_1160_1281",0.569218005905875
"2012_1160_1285",0.813364211549041
"2012_1160_1290",0.703521392754213
"2012_1160_1293",0.536363953460476
"2012_1160_1301",0.05
"2012_1160_1307",0.656196110181808
"2012_1160_1308",0.730026058241545
"2012_1160_1313",0.275439044719599
"2012_1160_1314",0.05
"2012_1160_1323",0.05
"2012_1160_1325",0.159621369609211
"2012_1160_1326",0.05
"2012_1160_1345",0.317468070141817
"2012_1160_1355",0.596125478862988
"2012_1160_1361",0.191998788918335
"2012_1160_1378",0.373087294737009
"2012_1160_1379",0.724314930463089
"2012_1160_1382",0.531275425193849
"2012_1160_1387",0.0656345758494418
"2012_1160_1388",0.479248598932985
"2012_1160_1393",0.05
"2012_1160_1396",0.346504271932199
"2012_1160_1400",0.219275930277555
"2012_1160_1421",0.44870628378736
"2012_1160_1424",0.613608567857724
"2012_1160_1433",0.37258911749807
"2012_1160_1435",0.563130644890906
"2012_1160_1436",0.254129209821749
"2012_1160_1438",0.182184329541276
"2012_1160_1443",0.218412596924846
"2012_1160_1452",0.05
"2012_1160_1455",0.05
"2012_1160_1458",0.05
"2012_1160_1462",0.100532425258017
"2012_1161_1163",0.05
"2012_1161_1166",0.337414521795428
"2012_1161_1172",0.489504079859557
"2012_1161_1178",0.264048763408818
"2012_1161_1181",0.05
"2012_1161_1196",0.05
"2012_1161_1199",0.264983059080522
"2012_1161_1207",0.484242632014303
"2012_1161_1211",0.05
"2012_1161_1217",0.378528607143219
"2012_1161_1231",0.108654171473556
"2012_1161_1233",0.870323732968115
"2012_1161_1235",0.05
"2012_1161_1242",0.05
"2012_1161_1243",0.486890291849837
"2012_1161_1246",0.05
"2012_1161_1249",0.561489756536867
"2012_1161_1250",0.554034313360825
"2012_1161_1253",0.782056405368051
"2012_1161_1254",0.700620070989263
"2012_1161_1257",0.05
"2012_1161_1259",0.610672495287469
"2012_1161_1266",0.05
"2012_1161_1272",0.224159465170211
"2012_1161_1276",0.05
"2012_1161_1277",0.05
"2012_1161_1281",0.573918479735917
"2012_1161_1285",0.818064685379084
"2012_1161_1290",0.708221866584256
"2012_1161_1293",0.541064427290519
"2012_1161_1301",0.05
"2012_1161_1307",0.660896584011851
"2012_1161_1308",0.734726532071587
"2012_1161_1313",0.280139518549642
"2012_1161_1314",0.05
"2012_1161_1323",0.05
"2012_1161_1325",0.164321843439254
"2012_1161_1326",0.05
"2012_1161_1345",0.32216854397186
"2012_1161_1355",0.600825952693031
"2012_1161_1361",0.196699262748378
"2012_1161_1378",0.377787768567052
"2012_1161_1379",0.729015404293132
"2012_1161_1382",0.535975899023892
"2012_1161_1387",0.0703350496794844
"2012_1161_1388",0.483949072763028
"2012_1161_1393",0.05
"2012_1161_1396",0.351204745762242
"2012_1161_1400",0.223976404107597
"2012_1161_1421",0.453406757617403
"2012_1161_1424",0.618309041687766
"2012_1161_1433",0.377289591328112
"2012_1161_1435",0.567831118720949
"2012_1161_1436",0.258829683651792
"2012_1161_1438",0.186884803371319
"2012_1161_1443",0.223113070754889
"2012_1161_1452",0.05
"2012_1161_1455",0.05
"2012_1161_1458",0.05
"2012_1161_1462",0.10523289908806
"2012_1163_1166",0.93
"2012_1163_1172",0.93
"2012_1163_1178",0.93
"2012_1163_1181",0.79316948696352
"2012_1163_1196",0.93
"2012_1163_1199",0.93
"2012_1163_1207",0.93
"2012_1163_1211",0.93
"2012_1163_1217",0.93
"2012_1163_1231",0.93
"2012_1163_1233",0.93
"2012_1163_1235",0.93
"2012_1163_1242",0.93
"2012_1163_1243",0.93
"2012_1163_1246",0.778686171049112
"2012_1163_1249",0.93
"2012_1163_1250",0.93
"2012_1163_1253",0.93
"2012_1163_1254",0.93
"2012_1163_1257",0.93
"2012_1163_1259",0.93
"2012_1163_1266",0.93
"2012_1163_1272",0.93
"2012_1163_1276",0.93
"2012_1163_1277",0.93
"2012_1163_1281",0.93
"2012_1163_1285",0.93
"2012_1163_1290",0.93
"2012_1163_1293",0.93
"2012_1163_1301",0.93
"2012_1163_1307",0.93
"2012_1163_1308",0.93
"2012_1163_1313",0.93
"2012_1163_1314",0.93
"2012_1163_1323",0.93
"2012_1163_1325",0.93
"2012_1163_1326",0.93
"2012_1163_1345",0.93
"2012_1163_1355",0.93
"2012_1163_1361",0.93
"2012_1163_1378",0.93
"2012_1163_1379",0.93
"2012_1163_1382",0.93
"2012_1163_1387",0.93
"2012_1163_1388",0.93
"2012_1163_1393",0.93
"2012_1163_1396",0.93
"2012_1163_1400",0.93
"2012_1163_1421",0.93
"2012_1163_1424",0.93
"2012_1163_1433",0.93
"2012_1163_1435",0.93
"2012_1163_1436",0.93
"2012_1163_1438",0.93
"2012_1163_1443",0.93
"2012_1163_1452",0.93
"2012_1163_1455",0.93
"2012_1163_1458",0.90416237037724
"2012_1163_1462",0.93
"2012_1166_1172",0.65208955806413
"2012_1166_1178",0.42663424161339
"2012_1166_1181",0.05
"2012_1166_1196",0.05
"2012_1166_1199",0.427568537285094
"2012_1166_1207",0.646828110218875
"2012_1166_1211",0.1168682063766
"2012_1166_1217",0.541114085347791
"2012_1166_1231",0.271239649678129
"2012_1166_1233",0.93
"2012_1166_1235",0.180762581374656
"2012_1166_1242",0.0500314060868466
"2012_1166_1243",0.649475770054409
"2012_1166_1246",0.05
"2012_1166_1249",0.724075234741439
"2012_1166_1250",0.716619791565397
"2012_1166_1253",0.93
"2012_1166_1254",0.863205549193835
"2012_1166_1257",0.05
"2012_1166_1259",0.773257973492041
"2012_1166_1266",0.05
"2012_1166_1272",0.386744943374783
"2012_1166_1276",0.05
"2012_1166_1277",0.05
"2012_1166_1281",0.73650395794049
"2012_1166_1285",0.93
"2012_1166_1290",0.870807344788828
"2012_1166_1293",0.703649905495091
"2012_1166_1301",0.126640481129265
"2012_1166_1307",0.823482062216423
"2012_1166_1308",0.897312010276159
"2012_1166_1313",0.442724996754214
"2012_1166_1314",0.05
"2012_1166_1323",0.204396132174247
"2012_1166_1325",0.326907321643826
"2012_1166_1326",0.15125147322008
"2012_1166_1345",0.484754022176432
"2012_1166_1355",0.763411430897603
"2012_1166_1361",0.35928474095295
"2012_1166_1378",0.540373246771624
"2012_1166_1379",0.891600882497704
"2012_1166_1382",0.698561377228464
"2012_1166_1387",0.232920527884057
"2012_1166_1388",0.6465345509676
"2012_1166_1393",0.0749030332942773
"2012_1166_1396",0.513790223966814
"2012_1166_1400",0.38656188231217
"2012_1166_1421",0.615992235821975
"2012_1166_1424",0.780894519892338
"2012_1166_1433",0.539875069532684
"2012_1166_1435",0.730416596925521
"2012_1166_1436",0.421415161856364
"2012_1166_1438",0.349470281575891
"2012_1166_1443",0.385698548959461
"2012_1166_1452",0.089650760663811
"2012_1166_1455",0.05
"2012_1166_1458",0.05
"2012_1166_1462",0.267818377292632
"2012_1172_1178",0.27454468354926
"2012_1172_1181",0.05
"2012_1172_1196",0.05
"2012_1172_1199",0.275478979220965
"2012_1172_1207",0.494738552154746
"2012_1172_1211",0.05
"2012_1172_1217",0.389024527283662
"2012_1172_1231",0.119150091613999
"2012_1172_1233",0.880819653108558
"2012_1172_1235",0.05
"2012_1172_1242",0.05
"2012_1172_1243",0.49738621199028
"2012_1172_1246",0.05
"2012_1172_1249",0.571985676677309
"2012_1172_1250",0.564530233501268
"2012_1172_1253",0.792552325508494
"2012_1172_1254",0.711115991129706
"2012_1172_1257",0.05
"2012_1172_1259",0.621168415427911
"2012_1172_1266",0.05
"2012_1172_1272",0.234655385310654
"2012_1172_1276",0.05
"2012_1172_1277",0.05
"2012_1172_1281",0.58441439987636
"2012_1172_1285",0.828560605519526
"2012_1172_1290",0.718717786724698
"2012_1172_1293",0.551560347430961
"2012_1172_1301",0.05
"2012_1172_1307",0.671392504152293
"2012_1172_1308",0.74522245221203
"2012_1172_1313",0.290635438690085
"2012_1172_1314",0.05
"2012_1172_1323",0.0523065741101174
"2012_1172_1325",0.174817763579696
"2012_1172_1326",0.05
"2012_1172_1345",0.332664464112302
"2012_1172_1355",0.611321872833474
"2012_1172_1361",0.207195182888821
"2012_1172_1378",0.388283688707494
"2012_1172_1379",0.739511324433574
"2012_1172_1382",0.546471819164334
"2012_1172_1387",0.080830969819927
"2012_1172_1388",0.494444992903471
"2012_1172_1393",0.05
"2012_1172_1396",0.361700665902685
"2012_1172_1400",0.23447232424804
"2012_1172_1421",0.463902677757845
"2012_1172_1424",0.628804961828209
"2012_1172_1433",0.387785511468555
"2012_1172_1435",0.578327038861391
"2012_1172_1436",0.269325603792234
"2012_1172_1438",0.197380723511762
"2012_1172_1443",0.233608990895331
"2012_1172_1452",0.05
"2012_1172_1455",0.05
"2012_1172_1458",0.05
"2012_1172_1462",0.115728819228503
"2012_1178_1181",0.05
"2012_1178_1196",0.05
"2012_1178_1199",0.500934295671704
"2012_1178_1207",0.720193868605485
"2012_1178_1211",0.19023396476321
"2012_1178_1217",0.614479843734401
"2012_1178_1231",0.344605408064739
"2012_1178_1233",0.93
"2012_1178_1235",0.254128339761266
"2012_1178_1242",0.112231395238756
"2012_1178_1243",0.722841528441019
"2012_1178_1246",0.05
"2012_1178_1249",0.797440993128049
"2012_1178_1250",0.789985549952007
"2012_1178_1253",0.93
"2012_1178_1254",0.929332230734421
"2012_1178_1257",0.05
"2012_1178_1259",0.846623731878651
"2012_1178_1266",0.05
"2012_1178_1272",0.460110701761393
"2012_1178_1276",0.05
"2012_1178_1277",0.05
"2012_1178_1281",0.8098697163271
"2012_1178_1285",0.93
"2012_1178_1290",0.93
"2012_1178_1293",0.777015663881701
"2012_1178_1301",0.200006239515875
"2012_1178_1307",0.896847820603033
"2012_1178_1308",0.93
"2012_1178_1313",0.516090755140824
"2012_1178_1314",0.0607949235275335
"2012_1178_1323",0.277761890560857
"2012_1178_1325",0.400273080030436
"2012_1178_1326",0.22461723160669
"2012_1178_1345",0.558119780563042
"2012_1178_1355",0.836777189284213
"2012_1178_1361",0.43265049933956
"2012_1178_1378",0.613739005158234
"2012_1178_1379",0.93
"2012_1178_1382",0.771927135615074
"2012_1178_1387",0.306286286270667
"2012_1178_1388",0.71990030935421
"2012_1178_1393",0.148268791680887
"2012_1178_1396",0.587155982353424
"2012_1178_1400",0.45992764069878
"2012_1178_1421",0.689357994208585
"2012_1178_1424",0.854260278278948
"2012_1178_1433",0.613240827919294
"2012_1178_1435",0.803782355312131
"2012_1178_1436",0.494780920242974
"2012_1178_1438",0.422836039962501
"2012_1178_1443",0.459064307346071
"2012_1178_1452",0.163016519050421
"2012_1178_1455",0.061682468665984
"2012_1178_1458",0.05
"2012_1178_1462",0.341184135679242
"2012_1181_1196",0.764565476998561
"2012_1181_1199",0.93
"2012_1181_1207",0.93
"2012_1181_1211",0.93
"2012_1181_1217",0.93
"2012_1181_1231",0.93
"2012_1181_1233",0.93
"2012_1181_1235",0.93
"2012_1181_1242",0.93
"2012_1181_1243",0.93
"2012_1181_1246",0.485516684085593
"2012_1181_1249",0.93
"2012_1181_1250",0.93
"2012_1181_1253",0.93
"2012_1181_1254",0.93
"2012_1181_1257",0.690763890324722
"2012_1181_1259",0.93
"2012_1181_1266",0.93
"2012_1181_1272",0.93
"2012_1181_1276",0.725520550009765
"2012_1181_1277",0.820217600600724
"2012_1181_1281",0.93
"2012_1181_1285",0.93
"2012_1181_1290",0.93
"2012_1181_1293",0.93
"2012_1181_1301",0.93
"2012_1181_1307",0.93
"2012_1181_1308",0.93
"2012_1181_1313",0.93
"2012_1181_1314",0.93
"2012_1181_1323",0.93
"2012_1181_1325",0.93
"2012_1181_1326",0.93
"2012_1181_1345",0.93
"2012_1181_1355",0.93
"2012_1181_1361",0.93
"2012_1181_1378",0.93
"2012_1181_1379",0.93
"2012_1181_1382",0.93
"2012_1181_1387",0.93
"2012_1181_1388",0.93
"2012_1181_1393",0.93
"2012_1181_1396",0.93
"2012_1181_1400",0.93
"2012_1181_1421",0.93
"2012_1181_1424",0.93
"2012_1181_1433",0.93
"2012_1181_1435",0.93
"2012_1181_1436",0.93
"2012_1181_1438",0.93
"2012_1181_1443",0.93
"2012_1181_1452",0.93
"2012_1181_1455",0.93
"2012_1181_1458",0.61099288341372
"2012_1181_1462",0.93
"2012_1196_1199",0.93
"2012_1196_1207",0.93
"2012_1196_1211",0.90514266346555
"2012_1196_1217",0.93
"2012_1196_1231",0.93
"2012_1196_1233",0.93
"2012_1196_1235",0.93
"2012_1196_1242",0.827140093941096
"2012_1196_1243",0.93
"2012_1196_1246",0.220951207087031
"2012_1196_1249",0.93
"2012_1196_1250",0.93
"2012_1196_1253",0.93
"2012_1196_1254",0.93
"2012_1196_1257",0.42619841332616
"2012_1196_1259",0.93
"2012_1196_1266",0.70944453466063
"2012_1196_1272",0.93
"2012_1196_1276",0.460955073011204
"2012_1196_1277",0.555652123602162
"2012_1196_1281",0.93
"2012_1196_1285",0.93
"2012_1196_1290",0.93
"2012_1196_1293",0.93
"2012_1196_1301",0.914914938218216
"2012_1196_1307",0.93
"2012_1196_1308",0.93
"2012_1196_1313",0.93
"2012_1196_1314",0.771001098097184
"2012_1196_1323",0.93
"2012_1196_1325",0.93
"2012_1196_1326",0.93
"2012_1196_1345",0.93
"2012_1196_1355",0.93
"2012_1196_1361",0.93
"2012_1196_1378",0.93
"2012_1196_1379",0.93
"2012_1196_1382",0.93
"2012_1196_1387",0.93
"2012_1196_1388",0.93
"2012_1196_1393",0.863177490383227
"2012_1196_1396",0.93
"2012_1196_1400",0.93
"2012_1196_1421",0.93
"2012_1196_1424",0.93
"2012_1196_1433",0.93
"2012_1196_1435",0.93
"2012_1196_1436",0.93
"2012_1196_1438",0.93
"2012_1196_1443",0.93
"2012_1196_1452",0.877925217752761
"2012_1196_1455",0.776591167368324
"2012_1196_1458",0.346427406415159
"2012_1196_1462",0.93
"2012_1199_1207",0.719259572933781
"2012_1199_1211",0.189299669091506
"2012_1199_1217",0.613545548062697
"2012_1199_1231",0.343671112393034
"2012_1199_1233",0.93
"2012_1199_1235",0.253194044089562
